"brand","name","description_full","sku","upc","price","price_numeric","description_short","image_1","image_2","image_3","image_4","image_5","image_6","image_7","image_8","image_9"
"Columbia Taping Tools","Columbia One Tall Boy Predator Taper Body","Columbia One Predator Taper Body (Standard Length)

Built on the proven performance of the original Predator Taper, this upgraded model adds a fully

Removable head system featuring two quick-release mechanisms and three draw latches, making cleaning dramatically faster and easier.

But the biggest advancement?

Interchangeable bodies.

Key

Features:
• Removable Taper Head with Quick-Release & Draw Latch:
• Clean faster and easier with a fully detachable head system.
• One Head, Three Bodies:
• Have the option to buy the Sawed Off and Tall Boy bodies to have 3 different sizes but one head.
• Carbon Fiber Construction:
• Lighter, stronger, dent-proof, and warm to the touch.
• 3 Lenths Available:
• Columbia One Predator Taper Body -
• C1PBODY
• Columbia One Sawed Off Predator Taper Body -
• C1SPBODY
• Columbia One Tall Boy Predator Taper Body -
• C1TBPBODY","C1TBBODY","","$519.02","519.02","Columbia One Predator Taper Body (Standard Length)","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4727/6778/1770232145.1280.1280__46441.1770232231.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4727/6779/1770232145.1280.1280__43475.1770232231.png?c=1&imbypass=on","","","","","","",""
"Columbia Taping Tools","Columbia Outside 90 Corner Applicator Head","Columbia External 90 ° Applicators

Are all machined from solid aluminum billet and are used to apply joint compound to outside 90-degree angles. Simply attach it to your compound tube, corner box or Mudrunner. They are very accurate and their Delrin wheels glide along the wall.","CEXT90","824149007986","$127.62","127.62","Columbia External 90 ° Applicators are all machined from solid aluminum billet and are used to apply joint compound to outside 90-degree angles. Simply attach it to your compound tube, corner box or Mudrunner. They are very accurate and their Delrin wheels glide along the wall.","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/201/833/columbia_cext902__49016.1675191890.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/201/1428/columbia_cext90__85780.1675191898.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/201/1998/hqdefault_17_2__77006.1675191906.jpg?c=1&imbypass=on","","","","","",""
"Columbia Taping Tools","Columbia Outside Bullnose Corner Roller","Columbia Outside Bullnose Drywall Bead Corner Roller

Is used to imbed outside bullnose corner bead. It fits on your standard corner roller handle.","CBNCR","0824149008006","$86.52","86.52","Columbia Outside Bullnose Drywall Bead Corner Roller is used to imbed outside bullnose corner bead. It fits on your standard corner roller handle.","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/281/1343/cbncr__48854.1675191897.jpg?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Phantom Dustless Pole Sander","The Columbia Phantom DDM Sander

Incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial grade dustless sander works with any vacuum with a 1.5"" inlet and collects 99% of dust! The Phantom comes with the all billet aluminum sanding head, the 30 ft hose, and the extendible (26"" to 46"") pole.","DDM","824149009362","$410.97","410.97","The Columbia Phantom DDM Sander incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial grade dustless sander works with any vacuum with a 1.5"" inlet and collects 99% of dust! The Phantom comes with the all billet aluminum sanding head, the 30 ft hose, and the extendible (26"" to 46"") pole.","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1628/1041/phantom_small__44603.1675191893.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1628/1463/phantomheadfullres__03332.1675191899.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1628/660/hqdefault_19_11__85559.1675191888.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/1628/1388/columbia_warranty_14__70021.1675191898.jpg?c=1&imbypass=on","","","","",""
"Columbia Taping Tools","Columbia Pole Sander Head Only","The Columbia Sander

Incorporates all of the industry's preferred functionality in a beautiful machine billet body. We have chosen to use the standard paint handle thread to give users many handle options. The handle will fit any paint handle fixed or extendable.","CS","824149009393","$32.45","32.45","Incorporates all of the industry's preferred functionality in a beautiful machine billet body. We have chosen to use the standard paint handle thread to give users many handle options.","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/391/387/clomubia_sandser2__53285.1675191883.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/391/1157/coilumbia_sander4__80998.1675191894.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/391/497/sander_columbia__07978.1675191885.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/391/963/columbia_sander4__97022.1675191892.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/391/1636/columbia_sander2__84465.1675191901.jpg?c=1&imbypass=on","","","",""
"Columbia Taping Tools","Columbia Predator ""Sawed Off"" Mini Carbon Fiber Automatic Taper","The Columbia PREDATOR ""Sawed Off"" Mini Carbon Fiber Automatic Taper, a state-of-the-art drywall taping tool, is the world's first Mini Carbon Fiber Taper that revolutionizes drywall taping efficiency. Standing out from the crowd with its superior carbon fiber construction, the Predator is 20% lighter and more robust than standard mini tapers. It ensures temperature stability with its dent-proof carbon fiber build, providing a warm and comfortable grip during use. An upgrade in the design has introduced teflon sliders for the 6 wheel cutting sleeve, making gliding smoother and grip better, ensuring effortless taping of flats and angles. The quick-release cap, stainless steel side plates, cable drum, and creaser arms enhance the product's durability and ease of cleaning. Designed for confined spaces like small rooms and closets, the compact 42"" Predator taper outshines full-sized 52"" tapers in both convenience and functionality.","SPTAPER","","$1,838.55","1838.55","The Columbia PREDATOR ""Sawed Off"" Mini Carbon Fiber Automatic Taper, a state-of-the-art drywall taping tool, is the world's first Mini Carbon Fiber Taper that revolutionizes drywall taping efficiency. Standing out from the crowd with its superior carbon fiber construction, the Predator is 20% lighter and more robust than standard mini tapers. It ensures temperature stability with its dent-proof carbon fiber build, providing a warm and comfortable grip during use. An upgrade in the design has intr","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4083/5870/predatorhead_1__55805.1748975417.jpg?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Carbon Fiber Automatic Taper","The Columbia Predator Automatic Taper

Is the world's first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision-built tool that has been perfected over 38 years, but now it is also

20% lighter than all other tapers on the market and dent-proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down.

Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The 6 wheel cutting sleeve gives the operator a smoother glide, superb grip and the pull ring is great for higher ceilings. The Predator maintains its stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you.","PREDATOR","824149009270","$1,838.55","1838.55","The Columbia Predator Automatic Taper is the world's first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision-built tool that has been perfected over 38 years, but now it is also20% lighterthan all other tapers on the market anddent-proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down.","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/439/5053/predatorhead__22431.1675191950.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/439/5516/predator3__06088.1675191962.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/439/5135/pedator6__67593.1675191952.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/439/5551/predator2__22576.1675191963.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/439/5226/hqdefault_12_16__58972.1675191954.jpg?c=1&imbypass=on","","","",""
"Columbia Taping Tools","Columbia Road Case","Meet the Columbia Road Case (RC), the highly sought-after, durable solution for transporting your valuable tools to the job site. Engineered to withstand the rigors of travel and the harsh environment of work sites, the Road Case offers unmatched protection for your tool set. This robust case is notably equipped with rubber feet, smooth-rolling wheels, and ergonomic handles, ensuring both secure transportation and effortless handling. It provides ample room to house a complete set of Columbia tools, including a pump. However, please be advised that the Columbia Automatic boxes are not designed to fit in the Road Case.

*note: tools not included","RC","824149009430","$1,020.16","1020.16","Meet the Columbia Road Case (RC), the highly sought-after, durable solution for transporting your valuable tools to the job site. Engineered to withstand the rigors of travel and the harsh environment of work sites, the Road Case offers unmatched protection for your tool set. This robust case is notably equipped with rubber feet, smooth-rolling wheels, and ergonomic handles, ensuring both secure transportation and effortless handling. It provides ample room to house a complete set of Columbia to","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/1988/roadcaseopen__37691.1675191906.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2392/roadcaseclosed__36646.1675191912.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2930/roadcasefront__08438.1675191920.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2020/hqdefault_19_16__28166.1675191907.jpg?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2594/roadcase1__45839.1675191915.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/3039/roadcaseinside__86784.1675191921.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2096/roadcase2__14257.1675191908.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2536/roadcase3__26073.1675191914.png?c=1&imbypass=on","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/2252/2940/roadcase4__97913.1675191920.png?c=1&imbypass=on"
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 10""","SABRE SMOOTHING BLADE 10''","SSB10","","$29.99","29.99","SABRE SMOOTHING BLADE 10''","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4695/6603/10inch_1__09425.1762964723.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 12""","SABRE SMOOTHING BLADE 12""","SSB12","824149011495","$31.99","31.99","SABRE SMOOTHING BLADE 12""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4696/6604/12inch__19394.1762964813.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 14""","SABRE SMOOTHING BLADE 14""","SSB14","824149011501","$32.99","32.99","SABRE SMOOTHING BLADE 14""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4697/6611/14inch__44387.1762965332.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 16""","SABRE SMOOTHING BLADE 16""","SSB16","824149011518","$38.99","38.99","SABRE SMOOTHING BLADE 16""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4698/6610/16inch__09256.1762965268.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 18""","SABRE SMOOTHING BLADE 18""","SSB18","824149011525","$44.99","44.99","SABRE SMOOTHING BLADE 18""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4699/6609/18inch__20391.1762965188.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 24""","SABRE SMOOTHING BLADE 24""","SSB24","824149011532","$59.99","59.99","SABRE SMOOTHING BLADE 24""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4700/6608/24inch__68902.1762965122.png?c=1&imbypass=on","","","","","","","",""
"Columbia Taping Tools","Columbia Sabre Smoothing Blade 32""","SABRE SMOOTHING BLADE 32""","SSB32","824149011549","$74.99","74.99","SABRE SMOOTHING BLADE 32""","https://cdn11.bigcommerce.com/s-dbb3r9a7se/images/stencil/1280x1280/products/4701/6607/32__69543.1762965053.png?c=1&imbypass=on","","","","","","","",""
